crop_type,growth_stage,soil_type,soil_moisture,temperature,humidity,rain_forecast,forecast_rainfall_mm,irrigation_method,disease_context,crop_kc,reference_et0,crop_etc,effective_precipitation_peff,soil_field_capacity,soil_wilting_point,action_code,urgency,water_requirement_mm
Cotton,Flowering,Clay Loam,27.9,23.2,47.5,Low,3.1,Sprinkler (Overhead),Potato Late Blight,1.2,2.64,3.17,0.0,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Potato,Seedling,Sandy Loam,14.2,35.1,75.3,Low,1.1,Flood / Surface,Tomato Septoria Leaf Spot,0.5,3.41,1.71,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Flowering,Sandy Loam,11.3,27.3,75.7,None,0.0,Flood / Surface,None / Healthy,1.2,2.41,2.89,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.85
Soybean,Fruiting,Loamy,10.3,38.5,25.6,Moderate,13.1,Drip Irrigation,Tomato Target Spot,1.05,6.44,6.76,8.01,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Corn,Maturity,Loamy,22.5,18.9,39.6,Moderate,16.9,Sprinkler (Overhead),Potato Late Blight,0.6,2.08,1.25,11.01,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Soybean,Flowering,Black Soil,33.8,31.2,37.6,None,0.0,Drip Irrigation,None / Healthy,1.15,4.38,5.04,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,5.14
Potato,Vegetative,Clay Loam,26.2,38.6,70.6,None,0.0,Sprinkler (Overhead),Tomato Yellow Leaf Curl Virus,0.8,4.13,3.3,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,3.13
Cotton,Vegetative,Clay Loam,47.8,27.3,27.9,Low,1.5,Drip Irrigation,None / Healthy,0.75,3.96,2.97,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Maturity,Black Soil,25.2,23.3,53.9,None,0.0,Drip Irrigation,None / Healthy,0.85,2.49,2.12,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Seedling,Sandy Loam,12.1,15.5,75.1,Low,3.6,Sprinkler (Overhead),None / Healthy,0.45,2.0,0.9,0.35,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Fruiting,Black Soil,34.6,37.9,82.7,None,0.0,Sprinkler (Overhead),None / Healthy,1.1,3.56,3.92,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,3.9
Potato,Flowering,Clay Loam,20.7,36.1,48.5,Moderate,9.7,Sprinkler (Overhead),None / Healthy,1.15,4.81,5.53,5.27,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Corn,Seedling,Clay Loam,45.8,20.0,34.1,None,0.0,Sub-surface Drip,None / Healthy,0.4,2.39,0.96,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Fruiting,Loamy,28.3,35.0,85.0,None,0.0,Drip Irrigation,None / Healthy,0.85,3.18,2.7,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Seedling,Clay Loam,36.2,33.0,91.9,High,34.1,Flood / Surface,Pepper Bell Bacterial Spot,0.45,2.94,1.32,24.79,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Pepper Bell,Vegetative,Sandy Loam,18.4,29.6,88.0,Low,1.4,Sub-surface Drip,Pepper Bell Bacterial Spot,0.8,2.53,2.02,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.81
Corn,Vegetative,Sandy Loam,28.7,28.9,91.5,Moderate,16.7,Sprinkler (Overhead),Tomato Target Spot,0.85,2.45,2.08,10.85,22.0,10.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Rice,Fruiting,Sandy Loam,18.1,17.8,42.0,None,0.0,Drip Irrigation,None / Healthy,1.2,2.0,2.4,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,2.28
Soybean,Fruiting,Black Soil,34.6,26.5,45.9,Moderate,11.6,Sub-surface Drip,None / Healthy,1.05,3.24,3.4,6.79,40.0,22.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Corn,Fruiting,Sandy,6.1,32.2,20.2,Low,5.2,Drip Irrigation,None / Healthy,1.1,5.28,5.81,1.67,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Corn,Vegetative,Loamy,32.6,38.1,60.1,Moderate,15.7,Drip Irrigation,None / Healthy,0.85,4.6,3.91,10.04,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Cotton,Vegetative,Sandy Loam,34.3,27.3,42.7,Low,2.3,Sprinkler (Overhead),Tomato Yellow Leaf Curl Virus,0.75,3.47,2.6,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Maturity,Sandy,11.1,21.4,31.3,None,0.0,Sprinkler (Overhead),None / Healthy,0.85,2.71,2.3,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,2.2
Soybean,Seedling,Clay Loam,27.0,36.1,57.9,None,0.0,Sprinkler (Overhead),Tomato Septoria Leaf Spot,0.4,4.37,1.75,0.0,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Tomato,Maturity,Black Soil,30.3,21.7,27.3,Low,2.2,Drip Irrigation,Tomato Target Spot,0.8,2.86,2.29,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.23
Soybean,Maturity,Sandy,12.7,37.2,60.6,None,0.0,Flood / Surface,Tomato Septoria Leaf Spot,0.5,4.43,2.21,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,2.08
Rice,Vegetative,Clay Loam,28.1,19.1,49.8,Low,2.4,Sprinkler (Overhead),None / Healthy,1.15,2.0,2.3,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,2.09
Sugarcane,Vegetative,Loamy,16.1,24.7,60.2,Low,3.6,Drip Irrigation,None / Healthy,0.85,2.52,2.14,0.4,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Flowering,Loamy,26.3,33.7,26.5,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,5.33,6.13,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Flowering,Black Soil,33.3,40.1,94.0,None,0.0,Drip Irrigation,Tomato Yellow Leaf Curl Virus,1.05,3.84,4.03,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,3.96
Rice,Fruiting,Sandy Loam,22.0,28.8,69.2,High,20.8,Drip Irrigation,None / Healthy,1.2,2.81,3.37,14.11,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Cotton,Fruiting,Sandy Loam,8.8,16.9,21.5,None,0.0,Flood / Surface,None / Healthy,0.85,2.02,1.72,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Vegetative,Sandy Loam,16.3,21.6,88.7,Moderate,15.4,Drip Irrigation,None / Healthy,0.8,2.0,1.6,9.82,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Soybean,Fruiting,Black Soil,24.0,39.2,45.6,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,1.05,5.55,5.83,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Cotton,Fruiting,Clay Loam,41.6,26.1,52.3,None,0.0,Sprinkler (Overhead),Tomato Septoria Leaf Spot,0.85,2.98,2.53,0.0,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Corn,Maturity,Loamy,21.6,39.3,26.9,Moderate,12.0,Drip Irrigation,Pepper Bell Bacterial Spot,0.6,6.57,3.94,7.08,28.0,14.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Pepper Bell,Vegetative,Black Soil,24.2,38.4,40.0,Moderate,9.5,Drip Irrigation,None / Healthy,0.8,5.69,4.55,5.07,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,5.7
Potato,Seedling,Black Soil,38.7,40.7,39.3,None,0.0,Drip Irrigation,None / Healthy,0.5,6.19,3.1,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Corn,Fruiting,Clay Loam,34.7,40.2,69.4,None,0.0,Drip Irrigation,None / Healthy,1.1,4.43,4.87,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Flowering,Black Soil,28.0,31.5,80.7,Moderate,9.3,Drip Irrigation,None / Healthy,1.15,2.77,3.19,4.96,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.8
Soybean,Flowering,Sandy,11.1,28.3,90.8,Low,5.7,Sprinkler (Overhead),None / Healthy,1.15,2.38,2.74,2.04,15.0,6.0,MAINTENANCE_DRIP,Normal,2.57
Pepper Bell,Maturity,Sandy,11.4,14.0,67.4,None,0.0,Sub-surface Drip,None / Healthy,0.85,2.0,1.7,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.56
Corn,Seedling,Clay Loam,26.9,28.3,73.0,High,36.8,Drip Irrigation,None / Healthy,0.4,2.62,1.05,26.93,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Fruiting,Clay Loam,19.3,31.1,70.7,None,0.0,Sprinkler (Overhead),None / Healthy,1.2,3.07,3.68,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,4.18
Wheat,Fruiting,Black Soil,27.4,32.5,89.0,Low,6.0,Flood / Surface,Pepper Bell Bacterial Spot,0.85,2.88,2.45,2.28,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Vegetative,Black Soil,24.1,29.4,56.7,Low,5.9,Sprinkler (Overhead),Tomato Target Spot,0.8,3.35,2.68,2.25,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Corn,Seedling,Sandy Loam,23.4,31.7,70.3,None,0.0,Flood / Surface,None / Healthy,0.4,3.16,1.26,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Vegetative,Black Soil,32.9,22.8,44.8,Moderate,11.6,Sub-surface Drip,Tomato Yellow Leaf Curl Virus,0.85,2.64,2.24,6.75,40.0,22.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Wheat,Maturity,Clay Loam,17.9,14.4,41.4,Low,1.7,Flood / Surface,Tomato Septoria Leaf Spot,0.35,2.0,0.7,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Fruiting,Sandy Loam,15.7,40.2,54.1,None,0.0,Flood / Surface,Pepper Bell Bacterial Spot,1.1,5.27,5.8,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,5.5
Sugarcane,Vegetative,Loamy,29.4,26.9,69.5,None,0.0,Sub-surface Drip,None / Healthy,0.85,2.55,2.17,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Fruiting,Black Soil,35.4,19.1,22.6,None,0.0,Sub-surface Drip,Pepper Bell Bacterial Spot,1.1,2.44,2.68,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.84
Pepper Bell,Seedling,Sandy Loam,17.2,22.8,45.7,Low,2.3,Drip Irrigation,Potato Late Blight,0.6,2.62,1.57,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.65
Sugarcane,Seedling,Sandy,12.6,32.8,79.4,None,0.0,Drip Irrigation,None / Healthy,0.45,2.95,1.33,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.5
Wheat,Seedling,Black Soil,37.8,41.9,46.9,Low,3.4,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.4,5.99,2.4,0.18,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Rice,Flowering,Loamy,26.2,28.9,39.7,Low,1.9,Sprinkler (Overhead),Tomato Septoria Leaf Spot,1.25,3.86,4.83,0.0,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Potato,Flowering,Black Soil,31.0,36.6,24.1,Low,2.0,Drip Irrigation,None / Healthy,1.15,6.09,7.0,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,5.5
Soybean,Fruiting,Black Soil,35.2,15.7,27.2,None,0.0,Flood / Surface,Pepper Bell Bacterial Spot,1.05,2.0,2.1,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.18
Wheat,Fruiting,Clay Loam,33.7,19.9,26.2,None,0.0,Drip Irrigation,None / Healthy,0.85,2.53,2.15,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Fruiting,Black Soil,33.5,32.7,38.5,Low,4.1,Flood / Surface,Tomato Early Blight,1.25,4.63,5.79,0.74,40.0,22.0,MAINTENANCE_DRIP,Normal,5.5
Rice,Fruiting,Sandy,7.6,21.7,68.9,None,0.0,Drip Irrigation,None / Healthy,1.2,2.0,2.4,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Vegetative,Loamy,21.3,15.6,80.8,High,31.1,Sprinkler (Overhead),Potato Late Blight,0.85,2.0,1.7,22.4,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Tomato,Maturity,Sandy,6.0,18.0,32.6,Low,3.9,Flood / Surface,Tomato Target Spot,0.8,2.05,1.64,0.61,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Rice,Seedling,Sandy Loam,7.2,17.8,54.8,Moderate,14.9,Flood / Surface,Tomato Septoria Leaf Spot,1.05,2.0,2.1,9.42,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Vegetative,Sandy,10.2,29.5,65.6,None,0.0,Drip Irrigation,Tomato Target Spot,0.8,3.04,2.43,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,2.41
Sugarcane,Fruiting,Sandy Loam,15.5,18.7,71.5,Low,5.8,Flood / Surface,None / Healthy,1.25,2.0,2.5,2.15,22.0,10.0,MAINTENANCE_DRIP,Normal,2.39
Corn,Fruiting,Black Soil,35.0,30.4,78.1,High,27.0,Sub-surface Drip,None / Healthy,1.1,2.7,2.97,19.08,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Soybean,Seedling,Black Soil,39.0,29.9,82.1,Low,4.7,Flood / Surface,None / Healthy,0.4,2.57,1.03,1.27,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Corn,Seedling,Clay Loam,27.6,17.5,53.8,Low,3.1,Drip Irrigation,None / Healthy,0.4,2.0,0.8,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,1.5
Sugarcane,Seedling,Sandy Loam,7.2,32.1,39.8,None,0.0,Flood / Surface,None / Healthy,0.45,4.46,2.01,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Seedling,Sandy Loam,11.2,32.0,81.1,Low,5.6,Sprinkler (Overhead),None / Healthy,0.6,2.82,1.69,1.95,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Seedling,Clay Loam,29.0,41.9,51.3,None,0.0,Flood / Surface,Tomato Early Blight,0.4,5.74,2.3,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,2.62
Wheat,Flowering,Sandy,24.8,28.5,82.0,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,2.4,2.76,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Vegetative,Black Soil,37.0,14.5,52.8,None,0.0,Drip Irrigation,None / Healthy,0.85,2.0,1.7,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Rice,Seedling,Sandy,10.5,32.4,45.1,None,0.0,Sprinkler (Overhead),None / Healthy,1.05,4.31,4.53,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,4.54
Sugarcane,Flowering,Loamy,11.4,31.7,35.8,None,0.0,Drip Irrigation,Tomato Yellow Leaf Curl Virus,1.25,4.55,5.69,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Tomato,Seedling,Sandy Loam,22.4,16.5,94.9,None,0.0,Drip Irrigation,Potato Late Blight,0.6,2.0,1.2,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Vegetative,Black Soil,35.0,25.9,68.6,Low,2.5,Drip Irrigation,Tomato Early Blight,0.8,2.45,1.96,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,1.74
Potato,Flowering,Sandy,5.6,20.8,49.7,Low,3.0,Drip Irrigation,None / Healthy,1.15,2.19,2.52,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Seedling,Sandy Loam,17.8,21.9,49.5,None,0.0,Sub-surface Drip,None / Healthy,0.4,2.38,0.95,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.5
Sugarcane,Fruiting,Sandy Loam,21.6,22.8,39.5,Low,3.4,Sub-surface Drip,Tomato Septoria Leaf Spot,1.25,2.78,3.47,0.23,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Vegetative,Sandy Loam,22.6,32.8,70.5,None,0.0,Flood / Surface,Tomato Septoria Leaf Spot,0.75,3.31,2.48,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Potato,Maturity,Sandy,18.3,21.5,54.1,None,0.0,Flood / Surface,None / Healthy,0.75,2.2,1.65,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Seedling,Sandy,15.7,24.8,80.8,None,0.0,Sub-surface Drip,None / Healthy,0.4,2.0,0.8,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Potato,Flowering,Loamy,11.0,29.3,68.3,Low,4.7,Flood / Surface,None / Healthy,1.15,2.91,3.35,1.25,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,4.32
Wheat,Flowering,Loamy,16.9,39.0,73.8,Low,2.0,Drip Irrigation,None / Healthy,1.15,4.02,4.62,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,5.87
Cotton,Vegetative,Clay Loam,27.6,24.8,36.3,Moderate,17.2,Sprinkler (Overhead),None / Healthy,0.75,3.22,2.42,11.25,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Rice,Flowering,Loamy,24.2,23.0,55.0,None,0.0,Flood / Surface,Tomato Early Blight,1.25,2.42,3.02,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,3.14
Corn,Flowering,Sandy,18.9,16.6,66.4,High,33.5,Sub-surface Drip,Tomato Early Blight,1.2,2.0,2.4,24.29,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Flowering,Clay Loam,17.7,34.0,26.3,Moderate,10.8,Drip Irrigation,None / Healthy,1.25,5.42,6.78,6.14,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Wheat,Vegetative,Sandy,15.5,17.1,82.6,Moderate,16.8,Drip Irrigation,Tomato Early Blight,0.75,2.0,1.5,10.93,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Potato,Fruiting,Sandy,21.9,20.7,25.3,Low,1.8,Sub-surface Drip,None / Healthy,1.15,2.7,3.1,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Seedling,Sandy,14.3,40.6,83.5,Moderate,16.4,Drip Irrigation,Potato Late Blight,0.4,3.9,1.56,10.63,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Vegetative,Loamy,27.5,20.7,70.4,Low,3.7,Sprinkler (Overhead),Tomato Target Spot,0.85,2.0,1.7,0.49,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Soybean,Flowering,Clay Loam,26.7,33.0,24.2,Moderate,15.2,Flood / Surface,None / Healthy,1.15,5.29,6.08,9.7,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Pepper Bell,Fruiting,Loamy,18.0,25.5,28.1,None,0.0,Flood / Surface,None / Healthy,1.1,3.57,3.93,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,5.35
Soybean,Flowering,Loamy,19.6,14.0,69.6,None,0.0,Sprinkler (Overhead),Tomato Septoria Leaf Spot,1.15,2.0,2.3,0.0,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Rice,Vegetative,Black Soil,32.9,33.7,25.5,None,0.0,Sub-surface Drip,None / Healthy,1.15,5.39,6.2,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,5.5
Potato,Seedling,Sandy,12.5,19.3,25.0,None,0.0,Sprinkler (Overhead),Tomato Septoria Leaf Spot,0.5,2.44,1.22,0.0,15.0,6.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Wheat,Flowering,Loamy,27.8,30.5,69.7,Moderate,12.6,Drip Irrigation,Tomato Target Spot,1.15,3.03,3.48,7.55,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Maturity,Sandy,12.2,37.8,28.1,None,0.0,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.7,6.16,4.31,0.0,15.0,6.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Wheat,Maturity,Sandy,4.5,24.4,79.9,None,0.0,Drip Irrigation,None / Healthy,0.35,2.0,0.7,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Seedling,Black Soil,38.3,28.2,61.3,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,0.6,3.0,1.8,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Potato,Seedling,Sandy Loam,20.1,19.1,92.6,None,0.0,Sprinkler (Overhead),None / Healthy,0.5,2.0,1.0,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Potato,Vegetative,Black Soil,30.4,37.3,38.9,Moderate,14.9,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.8,5.53,4.42,9.41,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Wheat,Vegetative,Sandy,6.0,14.8,24.9,Moderate,12.8,Sprinkler (Overhead),None / Healthy,0.75,2.0,1.5,7.73,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Flowering,Black Soil,38.8,36.7,79.2,None,0.0,Drip Irrigation,None / Healthy,1.2,3.44,4.13,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Flowering,Sandy Loam,10.6,29.7,69.2,Low,3.2,Drip Irrigation,None / Healthy,1.15,2.93,3.37,0.06,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,4.23
Potato,Maturity,Black Soil,23.8,24.4,42.9,Low,1.9,Sprinkler (Overhead),None / Healthy,0.75,2.96,2.22,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Flowering,Sandy,6.9,22.6,38.5,High,42.5,Drip Irrigation,None / Healthy,1.15,2.76,3.17,31.53,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,4.12
Cotton,Fruiting,Black Soil,31.4,36.1,82.9,None,0.0,Sub-surface Drip,None / Healthy,0.85,3.33,2.83,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.6
Rice,Vegetative,Loamy,10.0,34.9,39.3,None,0.0,Sub-surface Drip,None / Healthy,1.15,5.02,5.77,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Corn,Seedling,Sandy,15.2,25.4,60.0,Low,3.4,Drip Irrigation,Tomato Yellow Leaf Curl Virus,0.4,2.63,1.05,0.25,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Seedling,Black Soil,30.5,38.3,45.0,Moderate,9.8,Flood / Surface,Potato Late Blight,0.4,5.4,2.16,5.33,40.0,22.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Tomato,Seedling,Clay Loam,35.2,30.7,40.0,Low,3.1,Sprinkler (Overhead),None / Healthy,0.6,4.19,2.51,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Rice,Flowering,Loamy,22.4,23.6,65.6,Low,4.7,Flood / Surface,Tomato Early Blight,1.25,2.22,2.78,1.26,28.0,14.0,MAINTENANCE_DRIP,Normal,2.8
Cotton,Seedling,Sandy Loam,23.9,14.5,66.6,Low,5.4,Sprinkler (Overhead),None / Healthy,0.45,2.0,0.9,1.82,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Maturity,Black Soil,19.5,40.7,37.9,None,0.0,Drip Irrigation,Tomato Target Spot,0.55,6.27,3.45,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,4.18
Wheat,Flowering,Black Soil,24.3,31.6,94.2,High,25.9,Drip Irrigation,None / Healthy,1.15,2.78,3.2,18.19,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,4.16
Sugarcane,Flowering,Loamy,23.4,37.1,45.6,Low,2.2,Drip Irrigation,Tomato Yellow Leaf Curl Virus,1.25,5.16,6.45,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,5.5
Tomato,Flowering,Sandy Loam,13.7,30.9,90.3,Low,3.8,Flood / Surface,Pepper Bell Bacterial Spot,1.15,2.68,3.08,0.54,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.85
Sugarcane,Maturity,Sandy,12.3,37.1,45.6,None,0.0,Sprinkler (Overhead),None / Healthy,0.7,5.14,3.6,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,3.32
Corn,Seedling,Clay Loam,24.4,23.8,72.4,None,0.0,Drip Irrigation,None / Healthy,0.4,2.06,0.82,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Fruiting,Loamy,27.8,28.5,69.2,Low,6.0,Flood / Surface,None / Healthy,1.15,2.78,3.2,2.28,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Vegetative,Clay Loam,27.8,15.9,85.9,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,0.75,2.0,1.5,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,1.65
Cotton,Maturity,Sandy Loam,11.6,15.6,80.6,None,0.0,Flood / Surface,Tomato Septoria Leaf Spot,0.55,2.0,1.1,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Flowering,Black Soil,19.4,29.8,36.4,Moderate,13.7,Sprinkler (Overhead),Potato Late Blight,1.15,4.16,4.78,8.48,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Soybean,Seedling,Clay Loam,23.2,31.7,48.4,Moderate,9.4,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.4,4.05,1.62,5.02,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Tomato,Flowering,Black Soil,33.6,28.3,56.2,High,35.4,Drip Irrigation,Tomato Early Blight,1.15,3.2,3.68,25.85,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Soybean,Maturity,Sandy,11.2,21.2,59.1,High,21.6,Drip Irrigation,Tomato Septoria Leaf Spot,0.5,2.05,1.02,14.8,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Fruiting,Sandy Loam,15.8,23.9,47.5,None,0.0,Drip Irrigation,Tomato Septoria Leaf Spot,1.25,2.76,3.45,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,3.45
Tomato,Fruiting,Sandy Loam,10.6,41.6,43.7,Low,4.0,Drip Irrigation,None / Healthy,1.2,6.12,7.34,0.72,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Pepper Bell,Vegetative,Sandy Loam,18.4,16.7,74.7,Low,2.4,Flood / Surface,None / Healthy,0.8,2.0,1.6,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.65
